DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7551764,1,1,3,1,2,1,600000,2,,2,,2,2,24,18,2,05,"",200.996813194893
7551764,1,1,4,1,2,2,160000,2,,2,,2,2,18,23,2,05,"",200.996813194893
7551780,1,1,1,1,2,1,1160000,1,243600,2,,1,1,4,24,1,05,"",544.808865860187
7551791,1,1,1,1,2,1,1081492,2,,2,,2,2,24,29,1,05,"",269.225269621758
7551791,1,1,2,1,2,2,1081492,2,,2,,2,2,60,45,1,05,"",269.225269621758
7551882,1,1,2,1,2,2,1300000,1,336000,2,,1,1,12,28,1,05,05,134.514088391134
7551882,1,1,1,1,2,2,1300000,1,336000,2,,1,1,12,27,1,05,05,134.514088391134
7551888,1,2,2,1,2,1,1197500,1,355300,1,2325000,1,1,36,38,1,05,05,123.68179271166
7551888,1,2,1,1,2,2,1197500,1,355300,1,2325000,1,1,25,42,1,05,05,123.68179271166
7551888,1,2,1,2,,1,,2,,,,2,2,78,38,1,05,05,123.68179271166
7551893,1,1,1,1,2,2,1190857,1,251082,1,1473750,1,1,23,29,1,05,05,64.2421188760942
7551893,1,1,1,2,,1,,2,,,,2,2,48,55,1,05,05,64.2421188760942
7551935,1,2,1,3,,2,,2,,,,2,2,60,40,1,13,13,36.8964961125627
7551962,1,1,1,3,,2,,2,,,,2,2,36,15,1,13,13,38.9291305056973
7551982,1,2,1,2,,1,,2,,,,2,2,24,40,1,15,15,8.55695210997893
7552020,1,1,1,1,2,2,360000,2,,2,,2,2,10,27,1,17,17,32.4508974460615
7552116,1,2,1,3,,2,,2,,,,2,2,24,30,1,23,23,25.14518646427
7552194,1,1,1,3,,2,,2,,,,2,2,480,64,1,41,41,18.4239339342202
7552204,1,1,1,3,,1,,2,,,,2,2,204,72,1,41,41,11.7244856839479
7552204,1,1,2,3,,2,,2,,,,2,2,36,50,1,41,41,11.7244856839479
7552204,1,1,1,1,2,2,200000,2,,2,,2,2,3,50,1,41,41,11.7244856839479
7552226,1,1,1,2,,2,,2,,,,2,2,24,46,1,44,44,8.27485981637146
7552277,1,1,1,1,1,1,1350000,1,80000,1,500000,1,2,122,47,1,50,50,22.3490106533206
7552348,1,1,1,3,,1,,2,,,,2,2,12,20,1,54,54,27.8211282602133
7552366,1,1,1,1,2,1,600000,2,,2,,2,2,50,36,1,63,63,16.55574601115
7552376,1,2,1,3,,1,,2,,,,2,2,72,50,1,63,63,22.1467516882047
7552384,1,1,1,3,,2,,2,,,,2,2,2,24,1,63,63,16.2537460744529
7552396,1,1,1,1,2,1,1160000,1,330000,1,330000,1,2,8,33,1,63,63,20.8006533700742
7552401,1,1,1,1,1,1,1000000,1,240000,2,,1,1,18,22,1,63,63,8.91837919037197
7552401,1,1,3,1,1,2,1000000,1,240000,2,,1,1,18,42,1,63,63,8.91837919037197
7552401,1,1,2,1,1,2,1000000,1,240000,2,,1,1,24,50,1,63,63,8.91837919037197
7552402,1,1,1,3,,2,,2,,,,2,2,240,59,1,63,63,10.0293104818467
7552493,1,1,1,3,,2,,2,,,,2,2,36,45,1,68,68,22.0244864090722
7552560,1,1,1,1,2,2,840000,1,260000,2,,1,2,6,19,1,76,76,79.0705973521056
7552619,1,1,2,1,1,1,3200000,2,,2,,2,2,156,47,1,88,88,8.06419025047106
7552619,1,1,1,1,1,1,3000000,2,,2,,2,2,156,45,1,88,88,8.06419025047106
7552684,1,1,1,1,2,2,200000,2,,2,,2,2,9,23,1,08,"",209.719767149292
7552688,1,1,1,1,2,1,700000,2,,2,,2,2,2,28,1,08,"",238.446241864932
7552692,1,1,1,1,1,1,1117000,1,361000,1,1258249,1,1,108,48,1,08,"",136.627985445089
7552711,1,1,1,1,2,1,1170000,2,,2,,2,2,12,24,1,13,"",258.852289351085
7552759,1,1,1,1,2,2,600000,2,,2,,2,2,60,48,2,25,"",5.39603199771552
7552768,1,2,1,3,,1,,2,,,,2,2,48,48,1,25,"",603.674034726927
7552777,1,2,1,1,2,2,750000,2,,2,,2,2,3,45,1,25,"",946.279539472918
7552777,1,2,2,1,2,2,700000,2,,2,,2,2,3,28,1,25,"",946.279539472918
7552789,1,1,1,1,2,1,1500000,2,,2,,2,2,48,25,1,25,"",606.299670171846
7552791,1,2,1,1,1,2,580000,1,92800,1,1258249,1,1,18,50,1,25,"",540.500452491446
7552813,1,1,1,1,2,1,1160000,2,,2,,2,2,3,19,2,68,"",177.41940857486
7552813,1,1,1,2,,1,,1,330000,,,2,2,300,42,2,68,"",177.41940857486
7552813,1,1,2,1,2,1,1160000,2,,2,,2,2,5,23,2,68,"",177.41940857486
7552813,1,1,3,1,2,1,1160000,2,,2,,2,2,6,28,2,68,"",177.41940857486
7552863,1,1,1,2,,1,,2,,,,2,2,36,40,1,54,"",101.4906805739
7552866,1,1,1,1,2,2,1300000,1,200000,1,1000000,1,1,24,39,1,54,"",110.574442711736
7552869,1,1,1,3,,2,,2,,,,2,2,24,48,1,54,"",79.0073755203353
7552869,1,1,2,3,,1,,2,,,,2,2,24,19,1,54,"",79.0073755203353
7552912,1,1,1,1,2,1,400000,2,,2,,2,2,35,48,1,19,"",82.2298841441981
7552925,1,1,1,3,,2,,2,,,,2,2,36,49,1,19,"",122.871489034228
7552925,1,1,2,3,,2,,2,,,,2,2,36,23,1,19,"",122.871489034228
7552936,1,1,1,3,,1,,2,,,,2,2,60,23,2,19,"",162.010483594823
7552937,1,2,1,3,,1,,2,,,,2,1,120,35,2,19,"",159.629287197142
7552940,1,1,1,1,2,2,70000,2,,2,,2,2,120,25,2,19,"",214.61729207813
7552940,1,1,2,1,2,1,70000,2,,2,,2,2,120,37,2,19,"",214.61729207813
7552961,1,1,1,2,,1,,2,,,,2,2,120,26,1,19,"",30.4602733160773
7552961,1,1,2,2,,1,,2,,,,2,2,12,28,1,19,"",30.4602733160773
7552961,1,1,3,2,,1,,2,,,,2,2,12,34,1,19,"",30.4602733160773
7552980,1,1,1,2,,1,,2,,,,2,2,120,21,2,19,"",73.9196002048035
7552985,1,2,1,1,2,1,400000,2,,2,,2,2,120,60,1,19,"",33.0491812229945
7552985,1,2,1,3,,2,,2,,,,2,2,36,56,1,19,"",33.0491812229945
7552985,1,2,2,1,2,1,400000,2,,2,,2,2,180,55,1,19,"",33.0491812229945
7552990,1,1,1,3,,2,,2,,,,2,2,7,22,1,19,"",49.6397898088215
7552990,1,1,2,3,,2,,2,,,,2,2,7,20,1,19,"",49.6397898088215
7552998,1,1,1,2,,1,,2,,,,2,2,60,63,2,19,"",258.156544716526
7552998,1,1,2,2,,1,,2,,,,2,2,60,78,2,19,"",258.156544716526
7552998,1,1,3,2,,1,,2,,,,2,2,60,30,2,19,"",258.156544716526
7552999,1,1,1,2,,1,,2,,,,2,2,6,50,2,19,"",301.601125253176
7552999,1,1,2,2,,1,,2,,,,2,2,6,70,2,19,"",301.601125253176
7552999,1,1,3,2,,1,,2,,,,2,2,10,25,2,19,"",301.601125253176
7553000,1,3,1,2,,1,,2,,,,2,2,180,28,2,19,"",154.008113306551
7553001,1,2,1,3,,2,,2,,,,2,2,144,72,2,19,"",212.59193415134
7553002,1,1,1,2,,1,,2,,,,2,2,240,35,2,19,"",132.273326185921
7553030,1,2,1,3,,1,,2,,,,2,2,48,63,2,05,"",121.342440199504
7553047,1,2,1,3,,1,,2,,,,2,2,10,19,1,05,"",146.791550278107
7553048,1,1,1,1,2,1,709081,2,,2,,2,2,1,30,1,05,"",110.131088978981
7553048,1,1,2,1,2,1,709081,2,,2,,2,2,2,32,1,05,"",110.131088978981
7553048,1,1,3,1,2,1,709081,2,,2,,2,2,3,36,1,05,"",110.131088978981
7553048,1,1,4,1,2,1,709081,2,,2,,2,2,5,30,1,05,"",110.131088978981
7553075,1,4,1,1,2,2,40000,2,,2,,2,2,24,32,2,05,"",205.536419999186
7553075,1,4,2,1,2,2,50000,2,,2,,2,2,36,45,2,05,"",205.536419999186
7553078,1,2,1,3,,1,,2,,,,2,2,10,62,2,05,"",135.583642893392
7553140,1,2,1,1,2,1,600000,2,,2,,2,2,8,25,1,27,"",23.0967087944413
7553140,1,2,2,1,2,1,600000,2,,2,,2,2,35,40,1,27,"",23.0967087944413
7553140,1,2,3,1,2,1,600000,2,,2,,2,2,80,34,1,27,"",23.0967087944413
7553146,1,1,1,2,,1,,2,,,,2,2,60,35,2,27,"",54.523907666461
7553146,1,1,2,2,,1,,2,,,,2,2,97,32,2,27,"",54.523907666461
7553146,1,1,3,2,,1,,2,,,,2,2,80,25,2,27,"",54.523907666461
7553146,1,1,4,2,,1,,2,,,,2,2,150,42,2,27,"",54.523907666461
7553155,1,2,1,2,,1,,2,,,,2,2,60,67,2,27,"",111.546073115237
7553162,1,1,1,3,,2,,2,,,,2,2,62,32,2,27,"",94.1603901259847
7553171,1,1,1,2,,1,,2,,,,2,2,85,47,2,27,"",105.692944633527
7553198,1,2,1,3,,2,,2,,,,2,2,84,35,2,27,"",126.465922153893
7553235,1,1,1,1,2,1,1160000,2,,1,500000,2,2,6,35,1,27,"",36.6737863525218
7553235,1,1,2,1,2,1,1160000,2,,1,500000,2,2,6,45,1,27,"",36.6737863525218
7553235,1,1,3,1,2,1,1160000,2,,1,500000,2,2,6,42,1,27,"",36.6737863525218
7553235,1,1,4,1,2,1,1160000,2,,1,500000,2,2,6,28,1,27,"",36.6737863525218
7553295,1,1,1,3,,2,,2,,,,2,2,20,28,1,05,05,72.0790927376781
7553311,1,1,1,1,1,2,1100000,2,,2,,2,2,6,19,1,05,05,100.786629190223
7553342,1,2,1,3,,2,,2,,,,2,2,12,52,1,08,08,70.7055130234368
7553342,1,2,2,3,,2,,2,,,,2,2,12,49,1,08,08,70.7055130234368
7553352,1,5,1,1,2,1,150000,2,,2,,2,2,3,19,1,08,08,59.0282489886819
7553394,1,1,1,2,,1,,2,,,,2,2,121,40,1,11,11,190.288164650807
7553415,1,1,1,2,,1,,1,330000,,,2,2,37,45,1,11,11,433.589782723017
7553428,1,2,1,3,,2,,2,,,,2,2,6,23,1,11,11,355.04655439798
7553453,2,1,1,3,,2,,2,,,,2,2,15,23,1,13,13,30.928477093478
7553465,1,1,1,1,2,1,750000,2,,2,,2,2,6,23,1,13,13,30.1043759139357
7553476,1,1,2,1,2,1,480000,2,,2,,2,2,2,44,1,13,13,30.619496437013
7553476,1,1,3,1,2,1,480000,2,,2,,2,2,6,24,1,13,13,30.619496437013
7553476,1,1,1,1,1,2,480000,2,,2,,2,2,120,57,1,13,13,30.619496437013
7553476,1,1,4,1,2,1,480000,2,,2,,2,2,3,22,1,13,13,30.619496437013
7553488,1,2,1,3,,1,,2,,,,2,2,36,22,1,13,13,35.3935765750947
7553488,1,2,2,3,,2,,2,,,,2,2,36,21,1,13,13,35.3935765750947
7553531,1,2,1,3,,1,,2,,,,2,2,120,62,1,15,15,5.61431737110213
7553536,1,1,1,2,,2,,2,,,,2,2,60,65,1,15,15,9.86891725389046
7553574,1,1,1,3,,2,,2,,,,2,2,420,60,1,17,17,16.2202447326601
7553738,1,2,1,2,,1,,2,,,,2,2,48,34,1,20,20,15.2209174879302
7553744,1,1,1,1,2,1,848229,2,,2,,2,2,999,999,1,20,20,27.0718270630253
7553764,1,1,1,2,,1,,2,,,,2,2,11,45,1,20,20,36.0161208148868
7553773,1,1,1,2,,2,,2,,,,2,2,5,33,1,20,20,22.000044019588
7553773,1,1,1,1,2,2,1500000,2,,2,,2,2,5,30,1,20,20,22.000044019588
7553773,1,1,3,1,2,1,1500000,2,,2,,2,2,5,40,1,20,20,22.000044019588
7553773,1,1,2,1,2,1,1500000,2,,2,,2,2,5,18,1,20,20,22.000044019588
7553818,1,1,1,3,,2,,2,,,,2,2,60,62,1,23,23,34.791130402861
7553845,1,2,1,3,,1,,2,,,,2,2,24,18,1,25,"",88.8200802667243
7553997,1,1,2,1,2,1,910000,2,,2,,2,2,36,19,1,44,44,7.8189188430492
7553997,1,1,1,1,2,1,780000,2,,2,,2,2,60,24,1,44,44,7.8189188430492
7554006,1,1,1,1,1,1,3000000,3,140200,2,,1,2,120,65,1,47,47,17.1658519129678
7554006,1,1,2,1,2,1,700000,2,,2,,2,2,58,47,1,47,47,17.1658519129678
7554035,1,2,1,1,1,1,1069256,2,,2,,2,2,36,32,1,50,50,28.4052204900784
7554035,1,2,2,1,1,1,1069256,2,,2,,2,2,30,26,1,50,50,28.4052204900784
7554035,1,4,1,1,1,2,992500,2,,2,,2,2,48,29,1,50,50,28.4052204900784
7554041,1,1,1,1,2,1,1350000,2,,2,,2,2,5,45,1,50,50,29.0654622729038
7554041,1,1,2,1,2,1,1000000,2,,2,,2,2,4,23,1,50,50,29.0654622729038
7554065,1,1,3,1,2,2,962000,2,,2,,2,2,2,999,1,50,50,20.0047085889023
7554065,1,1,2,1,2,2,1040000,2,,2,,2,2,13,999,1,50,50,20.0047085889023
7554065,1,1,1,1,2,2,1170000,2,,2,,2,2,73,999,1,50,50,20.0047085889023
7554090,1,1,1,1,1,1,350000,2,,2,,2,2,96,50,1,52,52,13.7621493681621
7554096,1,1,1,1,2,2,1160000,1,330000,2,,1,2,2,30,1,52,52,9.21168153380539
7554096,1,2,1,1,2,1,1160000,1,330000,2,,1,2,3,62,1,52,52,9.21168153380539
7554096,1,3,1,1,2,2,1160000,1,330000,2,,2,1,3,35,1,52,52,9.21168153380539
7554113,1,1,1,1,1,1,1500000,1,237800,1,1500000,1,2,24,31,1,52,52,14.0209620210016
7554113,1,1,1,2,,2,,2,,,,2,2,72,37,1,52,52,14.0209620210016
7554120,1,3,1,2,,2,,1,330600,,,1,2,73,45,1,52,52,27.3365576495688
7554173,1,1,1,3,,2,,2,,,,2,2,24,43,1,54,54,27.816867146607
7554173,1,1,2,3,,2,,2,,,,2,2,24,17,1,54,54,27.816867146607
7554199,1,1,1,3,,2,,2,,,,2,2,48,42,1,54,54,33.9525849449476
7554204,1,2,1,2,,2,,2,,,,2,2,150,35,1,54,54,21.488205283975
7554210,1,1,1,1,2,1,1200000,2,,2,,2,2,12,25,1,54,54,64.5978446627287
7554210,1,1,1,2,,1,,1,336700,,,1,2,72,35,1,54,54,64.5978446627287
7554220,1,1,1,3,,1,,2,,,,2,2,60,34,1,54,54,53.4488102170959
7554226,1,2,1,3,,2,,2,,,,2,2,6,23,1,54,54,21.5323700179651
7554268,1,1,1,1,2,2,1000000,2,,2,,2,2,18,26,1,63,63,10.3504837848695
7554271,1,2,1,3,,1,,2,,,,2,2,36,37,1,63,63,13.4599479018318
7554295,1,1,2,1,2,2,800000,2,,2,,2,2,50,43,1,66,66,70.3094850352243
7554295,1,1,1,1,1,2,800000,2,,2,,2,2,60,46,1,66,66,70.3094850352243
7554313,1,1,1,2,,2,,2,,,,2,2,48,29,1,66,66,9.92144604506341
7554320,1,1,1,3,,2,,2,,,,2,2,12,40,1,66,66,11.1827606396623
7554322,1,1,1,1,2,1,821355,2,,2,,2,2,40,50,1,66,66,15.4092850938562
7554322,1,1,2,1,2,2,821355,2,,2,,2,2,60,37,1,66,66,15.4092850938562
7554374,1,1,1,3,,1,,2,,,,2,2,60,39,1,66,66,17.3547866514337
7554382,1,1,1,1,1,2,1160000,1,337000,2,,1,2,60,33,1,66,66,10.6994009210325
7554423,1,1,1,3,,2,,2,,,,2,2,60,55,1,68,68,29.9265986148664
7554423,1,1,2,3,,1,,2,,,,2,2,60,35,1,68,68,29.9265986148664
7554432,1,1,1,1,2,2,1344000,1,230200,1,1007130,1,1,72,45,1,68,68,39.7808164920379
7554470,1,1,1,3,,2,,2,,,,2,2,60,38,1,68,68,52.1307966412584
7554478,1,1,1,3,,2,,2,,,,2,2,120,40,1,68,68,28.8667661354638
7554489,1,1,1,1,2,1,500000,2,,2,,2,2,24,29,1,68,68,30.7837955249702
7554520,1,1,1,1,1,2,850000,2,,2,,2,2,132,46,1,73,73,25.4240592534998
7554520,1,1,1,3,,2,,2,,,,2,2,132,65,1,73,73,25.4240592534998
7554520,1,1,2,1,1,2,850000,2,,2,,2,2,12,23,1,73,73,25.4240592534998
7554545,1,2,1,2,,2,,2,,,,2,2,9,61,1,76,"",54.7573598036559
7554630,1,1,1,1,2,2,1500000,2,,2,,2,2,68,40,1,88,88,3.19109371718883
7554630,1,1,2,1,2,2,1500000,2,,2,,2,2,36,33,1,88,88,3.19109371718883
7554652,1,1,1,1,1,1,1200000,2,,2,,2,1,36,35,1,88,88,3.78366725495947
7554720,1,2,1,1,2,1,500000,2,,2,,2,2,1,18,2,13,"",155.041795181678
7554720,1,2,2,1,2,1,500000,2,,2,,2,2,1,20,2,13,"",155.041795181678
7554720,1,2,3,1,1,1,500000,2,,2,,2,2,60,38,2,13,"",155.041795181678
7554726,1,1,1,1,2,1,1200000,2,,2,,2,2,1,52,1,13,"",315.179195294473
7554729,1,1,1,3,,1,,2,,,,2,2,24,24,1,13,"",479.001895918344
7554739,1,2,1,2,,1,,2,,,,2,2,6,35,2,13,"",50.9025995244662
7554740,1,2,1,2,,1,,2,,,,2,2,12,40,2,13,"",77.6878260414144
7554740,1,2,2,2,,1,,2,,,,2,2,12,63,2,13,"",77.6878260414144
7554741,1,1,1,2,,1,,2,,,,2,2,12,50,2,13,"",117.025218296065
7554741,1,1,2,2,,1,,2,,,,2,2,120,28,2,13,"",117.025218296065
7554741,1,1,3,2,,1,,2,,,,2,2,12,36,2,13,"",117.025218296065
7554745,1,2,1,2,,1,,2,,,,2,2,2,35,2,13,"",108.591156532288
7554746,1,1,1,1,2,1,160000,2,,2,,2,2,1,30,2,13,"",87.4341267366474
7554746,1,1,2,1,2,1,160000,2,,2,,2,2,1,19,2,13,"",87.4341267366474
7554746,1,1,3,1,2,1,160000,2,,2,,2,2,1,28,2,13,"",87.4341267366474
7554746,1,1,4,1,2,1,160000,2,,2,,2,2,1,45,2,13,"",87.4341267366474
7554746,1,1,5,1,2,1,160000,2,,2,,2,2,1,38,2,13,"",87.4341267366474
7554746,1,1,6,1,2,1,160000,2,,2,,2,2,1,48,2,13,"",87.4341267366474
7554746,1,1,7,1,2,1,160000,2,,2,,2,2,1,40,2,13,"",87.4341267366474
7554746,1,1,8,1,2,1,160000,2,,2,,2,2,1,38,2,13,"",87.4341267366474
7554806,1,1,1,1,1,1,560000,2,,2,,2,2,7,32,2,70,"",116.66203797974
7554817,1,1,1,2,,1,,2,,,,2,2,96,30,1,70,"",68.5502626705446
7554817,1,1,2,2,,1,,2,,,,2,2,48,22,1,70,"",68.5502626705446
7554818,1,2,1,2,,2,,2,,,,2,2,100,70,1,70,"",43.2324263738986
7554819,1,1,1,1,2,1,800000,2,,2,,2,2,3,24,1,70,"",57.4009223041652
7554819,1,1,1,3,,2,,2,,,,2,2,36,32,1,70,"",57.4009223041652
7554819,1,1,2,1,2,1,800000,2,,2,,2,2,3,24,1,70,"",57.4009223041652
7554819,1,1,2,3,,2,,2,,,,2,2,36,33,1,70,"",57.4009223041652
7554819,1,1,3,3,,2,,2,,,,2,2,36,28,1,70,"",57.4009223041652
7554823,1,1,1,2,,2,,2,,,,2,2,60,39,1,70,"",85.3029850367845
7554827,1,1,1,3,,1,,2,,,,2,2,24,15,1,70,"",96.505094795981
7554846,1,3,1,2,,1,,2,,,,2,2,18,32,1,70,"",66.1031057289101
7554846,1,3,2,2,,1,,2,,,,2,2,4,25,1,70,"",66.1031057289101
7554893,1,1,1,2,,2,,2,,,,2,2,120,40,1,25,"",430.005897582559
7554925,1,1,1,2,,2,,2,,,,2,2,120,35,2,11,"",41.1844567010708
7554935,1,2,1,3,,1,,2,,,,2,2,48,17,2,25,"",149.87475697772
7554942,1,1,1,3,,2,,2,,,,2,2,76,60,2,25,"",216.340463903881
7554952,1,1,1,3,,1,,2,,,,2,2,120,23,2,25,"",126.927270074127
7554970,1,1,1,2,,2,,2,,,,2,2,5,60,2,15,"",7.83620992290395
7554973,1,3,1,2,,1,,2,,,,2,2,24,46,2,15,"",6.92977148915803
7554978,1,1,1,3,,2,,2,,,,2,2,180,36,2,15,"",13.3013596695869
7554986,1,1,1,2,,1,,2,,,,2,2,60,33,1,15,"",329.64711551737
7555021,1,1,1,3,,2,,2,,,,2,2,13,54,2,15,"",110.744118597204
7555074,1,1,1,2,,2,,2,,,,2,2,48,26,1,15,"",265.082724873415
7555110,1,1,1,1,2,2,300000,2,,2,,2,2,8,38,1,76,"",161.839484051547
7555110,1,1,1,3,,2,,2,,,,2,2,24,50,1,76,"",161.839484051547
7555127,1,1,1,1,2,2,100000,2,,2,,2,2,230,50,1,76,"",165.512854404851
7555130,1,1,1,1,2,1,1200000,2,,2,,2,2,12,35,1,76,"",128.421302506201
7555136,1,1,1,1,2,1,900000,2,,2,,2,2,8,25,1,76,"",205.547126503807
7555140,1,1,1,3,,2,,2,,,,2,2,48,28,1,76,"",176.459348270428
7555140,1,2,1,1,2,1,1000000,2,,2,,2,2,6,52,1,76,"",176.459348270428
7555140,1,2,2,1,2,1,1000000,2,,2,,2,2,3,45,1,76,"",176.459348270428
7555144,1,1,1,1,2,1,1200000,2,,2,,2,2,30,25,2,76,"",339.25385368847
7555152,1,1,1,1,2,1,800000,2,,2,,2,2,4,45,2,76,"",100.743760853193
7555152,1,1,2,1,2,1,1000000,2,,2,,2,2,24,52,2,76,"",100.743760853193
7555161,1,2,1,3,,2,,2,,,,2,2,36,28,2,76,"",170.005096439762
7555164,1,5,1,1,2,1,400000,2,,2,,2,2,12,25,2,76,"",128.810447572341
7555243,1,1,1,3,,1,,2,,,,2,2,120,46,1,52,"",108.163621382514
7555247,1,2,1,3,,1,,2,,,,2,2,72,63,1,52,"",108.254908741214
7555256,1,1,1,1,2,2,450000,2,,2,,2,2,60,34,1,52,"",148.976019637382
7555256,1,1,2,1,2,2,450000,2,,2,,2,2,36,24,1,52,"",148.976019637382
7555263,1,2,1,1,2,2,1000000,1,205000,1,1007130,1,1,72,30,1,52,"",109.173040989186
7555263,1,2,1,2,,1,,1,145000,,,1,1,120,40,1,52,"",109.173040989186
7555263,1,2,2,1,2,1,1000000,1,205000,1,1007130,1,1,48,32,1,52,"",109.173040989186
7555263,1,2,3,1,2,1,205000,1,205000,1,1007130,1,1,18,27,1,52,"",109.173040989186
7555263,1,2,4,1,2,2,1000000,1,205000,1,1007130,1,1,48,37,1,52,"",109.173040989186
7555266,1,1,1,3,,2,,2,,,,2,2,500,76,1,52,"",117.610271225022
7555414,1,1,1,3,,2,,2,,,,2,2,12,40,2,05,"",83.1815521834522
7555421,1,1,1,1,2,2,400000,2,,2,,2,2,60,56,2,05,"",46.5530073343097
7555444,1,1,1,1,2,1,709081,2,,2,,2,2,12,25,1,05,"",240.544553876083
7555444,1,1,2,1,2,1,709081,2,,2,,2,2,6,30,1,05,"",240.544553876083
7555444,1,1,3,1,2,1,709081,2,,2,,2,2,24,35,1,05,"",240.544553876083
7555444,1,1,4,1,2,1,709081,2,,2,,2,2,48,40,1,05,"",240.544553876083
7555444,1,1,5,1,2,1,709081,2,,2,,2,2,12,33,1,05,"",240.544553876083
7555444,1,1,6,1,2,1,709081,2,,2,,2,2,2,29,1,05,"",240.544553876083
7555566,1,1,1,1,2,1,1000000,2,,2,,2,2,26,24,1,05,05,115.481255974363
7555583,1,1,1,1,2,1,1194612,1,264093,1,1454778,1,1,11,35,1,05,05,117.167702776373
7555583,1,1,2,1,2,2,1194612,1,264093,1,1454778,1,1,11,28,1,05,05,117.167702776373
7555585,1,1,1,3,,1,,2,,,,2,2,144,60,1,05,05,114.090080157221
7555585,2,1,1,1,2,1,1081492,2,,2,,2,2,36,45,1,05,05,114.090080157221
7555601,1,2,3,1,1,2,1213636,1,264282,1,1760032,1,1,99,99,1,05,05,152.48975296034
7555601,1,2,2,1,1,1,1213636,1,264282,1,1760032,1,1,99,99,1,05,05,152.48975296034
7555601,1,2,1,1,1,1,1213636,1,264282,1,1760032,1,1,99,99,1,05,05,152.48975296034
7555708,1,1,1,1,1,1,1081492,2,,2,,2,2,60,42,1,05,05,74.7886085047216
7555719,1,1,1,3,,2,,2,,,,2,2,36,65,1,05,05,69.5647998935523
7555734,1,1,1,1,2,1,1200000,2,,2,,2,2,24,26,1,05,05,153.002690528954
7555743,1,1,1,2,,1,,2,,,,2,2,60,29,1,08,08,63.0353585421995
7555744,1,1,1,2,,2,,2,,,,2,2,60,34,1,08,08,72.1343974599547
7555762,1,2,1,1,2,2,1200000,2,,2,,2,2,3,35,1,08,08,95.7497662480898
7555762,1,2,2,1,2,1,1200000,2,,2,,2,2,3,27,1,08,08,95.7497662480898
7555778,1,1,1,2,,2,,2,,,,2,2,204,49,1,08,08,58.9531335106954
7555785,1,1,1,2,,1,,2,,,,2,2,240,41,1,08,08,158.986566786769
7555789,1,1,1,1,2,1,20000,2,,2,,2,2,23,24,1,08,08,46.3266334865817
7555789,1,1,2,1,2,1,20000,2,,2,,2,2,23,20,1,08,08,46.3266334865817
7555789,3,1,1,1,2,2,300000,2,,2,,2,2,4,22,1,08,08,46.3266334865817
7555810,1,2,2,1,2,1,840000,2,,2,,2,2,12,24,1,08,08,35.5450784220903
7555810,1,2,1,1,2,1,840000,2,,2,,2,2,6,39,1,08,08,35.5450784220903
7555838,1,1,1,2,,1,,2,,,,2,2,96,52,1,08,08,107.598904394238
7555846,1,1,1,2,,2,,2,,,,2,2,96,33,1,08,08,56.3549980155896
7555854,3,1,1,1,2,1,300000,2,,2,,2,2,12,52,1,08,08,58.2854775224009
7555854,3,1,3,1,2,1,150000,2,,2,,2,2,13,24,1,08,08,58.2854775224009
7555854,3,1,2,1,2,1,150000,2,,2,,2,2,13,22,1,08,08,58.2854775224009
7555890,1,1,1,2,,1,,1,468300,,,1,1,38,57,1,11,11,306.545897176145
7555890,1,1,1,1,1,1,1300000,1,330000,1,400000,1,1,8,56,1,11,11,306.545897176145
7555921,1,1,2,1,2,2,1300000,1,330600,2,,1,1,5,34,1,11,11,386.727360792474
7555921,1,1,1,3,,2,,2,,,,2,2,8,31,1,11,11,386.727360792474
7555921,1,1,3,1,2,1,1300000,1,330600,2,,1,1,6,36,1,11,11,386.727360792474
7555921,1,1,4,1,2,1,1300000,1,330600,2,,1,1,2,40,1,11,11,386.727360792474
7555921,1,1,1,1,2,2,1300000,1,330600,2,,1,1,8,34,1,11,11,386.727360792474
7555925,1,1,1,2,,2,,2,,,,2,2,49,50,1,11,11,294.296097600881
7556054,1,1,1,2,,1,,2,,,,2,2,48,72,1,13,13,49.8102697519597
7556054,1,1,1,1,2,2,840000,2,,2,,2,2,6,23,1,13,13,49.8102697519597
7556069,1,2,1,1,2,1,476388,2,,2,,2,2,36,998,1,13,13,41.0973786526189
7556073,1,1,1,3,,2,,2,,,,2,2,12,17,1,13,13,35.0405360617092
7556095,1,1,1,1,2,2,160000,2,,2,,2,2,48,50,1,13,13,29.4240573859659
7556097,1,1,1,1,2,2,50000,2,,2,,2,2,60,29,1,13,13,34.1984550298918
7556100,1,3,1,1,2,1,100000,2,,2,,2,2,60,30,1,13,13,25.2999305970286
7556124,1,1,1,3,,2,,2,,,,2,2,60,20,1,13,13,47.4080313871079
7556125,1,1,1,3,,2,,2,,,,2,2,36,28,1,13,13,47.8763268283812
7556160,1,1,2,1,2,2,1000000,2,,2,,2,2,36,46,1,15,15,7.64235523980449
7556160,1,1,1,1,2,1,800000,2,,2,,2,2,4,18,1,15,15,7.64235523980449
7556202,1,1,1,2,,1,,2,,,,2,2,120,35,1,15,15,13.1751626686237
7556240,1,2,1,2,,2,,2,,,,2,2,228,63,1,15,15,5.92135035233428
7556271,1,3,1,1,2,1,600000,2,,2,,2,2,12,25,1,17,17,10.569030514774
