DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7324839,1,1,1,1,2,2,1000000,2,,2,,2,2,12,31,1,08,08,61.0763744046143
7324839,1,1,1,2,,2,,2,,,,2,2,12,30,1,08,08,61.0763744046143
7324842,1,2,1,3,,1,,2,,,,2,2,5,43,1,08,08,45.1652612927392
7324844,1,2,1,3,,2,,2,,,,2,2,24,54,1,08,08,46.8100274552077
7324846,1,1,3,1,2,2,900000,2,,2,,2,2,48,38,1,08,08,47.9115321888569
7324846,1,1,2,1,2,2,800000,2,,2,,2,2,60,38,1,08,08,47.9115321888569
7324846,1,1,1,1,2,1,800000,2,,2,,2,2,120,53,1,08,08,47.9115321888569
7324857,1,1,3,1,2,1,1000000,2,,2,,2,2,60,48,1,08,08,36.4361683287954
7324857,1,1,6,1,2,1,1200000,2,,2,,2,2,72,60,1,08,08,36.4361683287954
7324857,1,1,1,1,2,1,800000,2,,2,,2,2,12,24,1,08,08,36.4361683287954
7324857,1,1,2,1,2,1,1000000,2,,2,,2,2,48,40,1,08,08,36.4361683287954
7324857,1,1,7,1,2,1,1000000,2,,2,,2,2,12,32,1,08,08,36.4361683287954
7324857,1,1,4,1,2,1,1200000,2,,2,,2,2,72,63,1,08,08,36.4361683287954
7324857,1,1,5,1,2,1,1200000,2,,2,,2,2,48,50,1,08,08,36.4361683287954
7324886,1,2,1,2,,1,,2,,,,2,2,72,60,1,08,08,50.1075047656265
7324886,1,2,2,2,,1,,2,,,,2,2,48,52,1,08,08,50.1075047656265
7324903,1,1,2,3,,1,,2,,,,2,2,36,20,1,08,08,51.2848807880718
7324903,1,1,1,3,,2,,2,,,,2,2,36,49,1,08,08,51.2848807880718
7324908,1,2,1,2,,1,,1,360000,,,1,1,51,46,1,11,11,319.413351955894
7324921,1,2,1,3,,1,,2,,,,2,2,360,49,1,11,11,185.969376547347
7324921,1,2,2,3,,2,,2,,,,2,2,121,22,1,11,11,185.969376547347
7324966,1,1,1,1,1,1,1500000,2,,2,,2,2,12,29,1,11,11,305.290899197884
7324966,1,1,2,1,1,1,1500000,2,,2,,2,2,18,30,1,11,11,305.290899197884
7324966,1,1,3,1,1,1,1500000,2,,2,,2,2,24,35,1,11,11,305.290899197884
7324974,1,1,4,1,1,1,1600000,1,328000,2,,1,1,96,39,1,11,11,473.575515114787
7324974,1,1,1,1,1,2,1160000,1,237000,2,,1,1,24,25,1,11,11,473.575515114787
7324974,1,1,3,1,1,1,1160000,1,237000,2,,1,1,24,23,1,11,11,473.575515114787
7324974,1,1,2,1,1,1,1160000,1,237000,2,,1,1,12,22,1,11,11,473.575515114787
7325064,1,1,1,1,1,1,1500000,2,,2,,2,2,1,44,1,11,11,438.495334008852
7325064,1,1,2,1,1,2,1500000,2,,2,,2,2,2,39,1,11,11,438.495334008852
7325064,1,1,1,2,,2,,2,,,,2,2,49,36,1,11,11,438.495334008852
7325064,1,1,3,1,1,2,1200000,2,,2,,2,2,2,19,1,11,11,438.495334008852
7325082,1,1,1,1,2,1,1347619,2,,2,,2,2,1,25,1,11,11,447.759985490229
7325152,1,2,1,3,,2,,2,,,,2,2,24,31,1,13,13,37.0597858561847
7325191,1,1,1,2,,1,,2,,,,2,2,24,99,1,13,13,21.7386123997142
7325257,1,1,1,2,,1,,1,330600,,,1,2,96,24,1,15,15,11.0393950850826
7325257,1,1,2,2,,1,,1,330600,,,1,2,96,25,1,15,15,11.0393950850826
7325268,1,2,1,1,1,2,560000,4,185600,2,,1,1,14,25,1,15,15,10.7572664957135
7325268,1,2,2,1,1,2,560000,4,185600,2,,1,1,4,25,1,15,15,10.7572664957135
7325268,1,2,3,1,1,2,560000,4,185600,1,160000,1,1,60,41,1,15,15,10.7572664957135
7325300,1,1,1,1,2,1,1000000,1,330600,2,,1,1,2,32,1,15,15,12.3079680967092
7325301,1,2,1,2,,1,,2,,,,2,2,18,27,1,15,15,9.47339979141908
7325308,1,1,4,1,2,1,1160000,1,330600,2,,1,1,10,32,1,15,15,6.00483615467172
7325308,1,1,2,1,2,1,1160000,1,330600,2,,1,1,12,28,1,15,15,6.00483615467172
7325308,1,1,1,1,2,1,1160000,1,330600,2,,1,1,6,25,1,15,15,6.00483615467172
7325308,1,1,3,1,2,1,1160000,1,330600,2,,1,1,8,30,1,15,15,6.00483615467172
7325401,1,1,1,3,,2,,2,,,,2,2,36,30,1,17,17,17.010291268727
7325620,1,1,1,1,2,2,1200000,2,,2,,2,2,25,35,1,18,18,7.92040288610425
7325642,1,1,1,3,,2,,2,,,,2,2,37,30,1,18,18,8.01481845548533
7325679,1,1,1,1,2,1,720000,2,,2,,2,2,2,40,1,19,19,26.566859806547
7325703,1,1,1,1,2,1,1200000,2,,2,,2,2,18,38,1,19,19,6.37198130492251
7325703,1,1,2,1,2,1,1200000,2,,2,,2,2,12,12,1,19,19,6.37198130492251
7325722,1,1,1,1,2,1,1000000,2,,2,,2,2,24,26,1,19,19,15.4409359313508
7325731,1,1,1,1,2,1,420000,2,,2,,2,2,24,25,1,19,19,12.5152411778242
7325751,1,1,1,3,,1,,2,,,,2,2,24,13,1,19,19,10.177037637043
7325767,1,2,1,2,,1,,2,,,,2,2,96,999,1,20,20,42.5704278986708
7325768,1,1,6,1,2,1,868990,2,,2,,2,2,998,998,1,20,20,37.2903749506445
7325768,1,1,5,1,2,1,868990,2,,2,,2,2,998,998,1,20,20,37.2903749506445
7325768,1,1,1,1,1,1,868990,2,,2,,2,2,144,998,1,20,20,37.2903749506445
7325768,1,1,2,1,1,1,868990,2,,2,,2,2,144,998,1,20,20,37.2903749506445
7325768,1,1,3,1,2,1,868990,2,,2,,2,2,998,998,1,20,20,37.2903749506445
7325768,1,1,4,1,2,1,868990,2,,2,,2,2,998,998,1,20,20,37.2903749506445
7325771,1,1,1,2,,2,,2,,,,2,2,12,998,1,20,20,38.2999726289347
7325801,1,2,3,1,2,1,550000,2,,2,,2,2,36,18,1,20,20,28.5345326837678
7325801,1,2,1,1,2,1,550000,2,,2,,2,2,240,30,1,20,20,28.5345326837678
7325801,1,2,2,1,2,1,550000,2,,2,,2,2,60,22,1,20,20,28.5345326837678
7325809,1,1,1,3,,2,,2,,,,2,2,156,33,1,20,20,28.6549213672926
7325809,1,1,2,3,,2,,2,,,,2,2,60,28,1,20,20,28.6549213672926
7325814,1,1,1,3,,1,,2,,,,2,2,48,18,1,20,20,24.9322762878064
7325877,1,1,1,2,,2,,2,,,,2,2,120,52,1,20,20,21.4495360931955
7325882,1,1,4,1,2,1,1160000,2,,2,,2,2,2,32,1,20,20,21.6016587252591
7325882,1,1,2,2,,1,,2,,,,2,2,12,12,1,20,20,21.6016587252591
7325882,1,1,3,1,2,1,1160000,2,,2,,2,2,2,35,1,20,20,21.6016587252591
7325882,1,1,1,1,2,1,1160000,2,,2,,2,2,2,60,1,20,20,21.6016587252591
7325882,1,1,2,1,2,1,1160000,2,,2,,2,2,2,30,1,20,20,21.6016587252591
7325882,1,1,1,2,,1,,2,,,,2,2,12,42,1,20,20,21.6016587252591
7325882,1,1,1,3,,1,,2,,,,2,2,120,33,1,20,20,21.6016587252591
7325886,1,2,1,2,,1,,1,425801,,,1,1,144,51,1,20,20,22.6578878096696
7325886,1,2,1,1,2,2,1246526,1,224676,1,962148,1,2,3,998,1,20,20,22.6578878096696
7325886,1,2,2,1,2,2,1246526,1,224676,1,962148,1,2,3,998,1,20,20,22.6578878096696
7325887,1,1,1,1,2,2,1300000,2,,2,,2,2,36,32,1,20,20,32.9785402375884
7325887,1,1,2,1,2,2,1300000,2,,2,,2,2,24,28,1,20,20,32.9785402375884
7325911,1,1,2,1,1,1,622926,2,,2,,2,2,3,25,1,23,23,15.6880387991039
7325911,1,1,3,1,1,2,622926,2,,2,,2,2,3,30,1,23,23,15.6880387991039
7325911,1,1,1,1,1,1,622926,2,,2,,2,2,3,24,1,23,23,15.6880387991039
7325911,1,1,1,3,,2,,2,,,,2,2,3,44,1,23,23,15.6880387991039
7325958,1,4,2,1,1,2,0,2,,2,,2,2,60,33,1,23,23,12.5169935278425
7325958,1,4,1,1,1,2,0,2,,2,,2,2,48,29,1,23,23,12.5169935278425
7325958,1,4,1,3,,2,,2,,,,2,2,240,42,1,23,23,12.5169935278425
7325959,1,1,3,1,1,2,734000,2,,2,,2,2,999,26,1,23,23,16.4361332306675
7325959,1,1,1,1,1,2,734000,2,,2,,2,2,999,25,1,23,23,16.4361332306675
7325959,1,1,2,1,1,2,734000,2,,2,,2,2,999,27,1,23,23,16.4361332306675
7326006,1,1,1,3,,2,,2,,,,2,2,80,52,1,27,27,3.22878839894306
7326006,1,1,2,3,,1,,2,,,,2,2,63,32,1,27,27,3.22878839894306
7326021,1,1,2,1,2,1,857878,2,,2,,2,2,19,30,1,27,27,5.39545465653021
7326021,1,1,1,1,1,1,857878,2,,2,,2,2,62,42,1,27,27,5.39545465653021
7326021,1,1,1,3,,1,,2,,,,2,2,83,46,1,27,27,5.39545465653021
7326046,1,1,1,2,,1,,2,,,,2,2,174,61,1,27,27,4.60074381940677
7326046,1,1,1,1,2,1,1151030,3,130000,2,,1,2,49,37,1,27,27,4.60074381940677
7326046,1,1,2,1,2,1,1151030,3,130000,2,,1,2,82,40,1,27,27,4.60074381940677
7326119,1,1,1,3,,2,,2,,,,2,2,38,19,1,27,27,4.68520434436432
7326124,1,1,1,3,,2,,2,,,,2,2,108,99,1,27,27,5.83792349664036
7326138,1,1,1,1,2,1,600000,2,,2,,2,2,36,23,1,41,41,20.7591286394662
7326141,1,1,1,1,2,1,800000,2,,2,,2,2,10,24,1,41,41,18.0813666687261
7326165,1,1,1,2,,2,,2,,,,2,2,48,26,1,41,41,11.4353407465357
7326190,1,1,1,2,,1,,2,,,,2,2,60,27,1,41,41,7.2357949568985
7326206,1,1,1,2,,2,,2,,,,2,2,120,38,1,41,41,34.0661668567435
7326245,1,1,2,1,2,2,800000,2,,2,,2,2,8,42,1,41,41,12.9595012455581
7326245,1,1,1,1,2,2,800000,2,,2,,2,2,8,30,1,41,41,12.9595012455581
7326245,1,3,2,1,2,2,1200000,2,,2,,2,2,48,45,1,41,41,12.9595012455581
7326245,1,3,1,1,2,1,1200000,2,,2,,2,2,60,35,1,41,41,12.9595012455581
7326284,1,1,1,3,,2,,2,,,,2,2,72,18,1,44,44,3.94186837861574
7326288,1,2,2,1,2,1,1200000,2,,2,,2,2,120,34,1,44,44,4.91340146930924
7326288,1,2,1,1,2,1,700000,2,,2,,2,2,4,28,1,44,44,4.91340146930924
7326298,1,2,1,1,2,1,200000,2,,2,,2,2,120,64,1,44,44,9.41806379252501
7326300,1,1,1,1,1,2,960000,2,,2,,2,2,240,44,1,44,44,7.64755505567697
7326300,1,1,3,1,1,1,720000,2,,2,,2,2,24,19,1,44,44,7.64755505567697
7326300,1,1,2,1,1,1,720000,2,,2,,2,2,84,23,1,44,44,7.64755505567697
7326301,1,1,1,1,2,1,720000,2,,2,,2,2,1,34,1,44,44,10.2850091213729
7326342,1,2,2,1,2,2,500000,2,,2,,2,2,12,50,1,44,44,5.40590517480214
7326342,1,2,1,1,2,2,500000,2,,2,,2,2,12,40,1,44,44,5.40590517480214
7326361,1,1,1,1,2,2,200000,2,,2,,2,2,1,20,1,44,44,3.88027630722136
7326363,1,1,1,3,,2,,2,,,,2,2,60,35,1,44,44,5.82045855330972
7326364,1,1,1,1,2,2,500000,2,,2,,2,2,36,28,1,44,44,4.74065614238422
7326380,1,1,1,2,,2,,2,,,,2,2,120,44,1,44,44,4.13408601928162
7326389,1,2,1,3,,1,,2,,,,2,2,4,15,1,44,44,8.29656309455901
7326389,1,2,2,3,,2,,2,,,,2,2,4,12,1,44,44,8.29656309455901
7326476,1,1,1,3,,2,,2,,,,2,2,24,20,1,47,47,17.7226052427934
7326507,1,2,1,1,2,1,900000,2,,2,,2,2,60,40,1,47,47,20.4908548235174
7326562,1,1,1,2,,1,,2,,,,2,2,181,55,1,50,50,18.5497683368776
7326566,1,2,2,3,,2,,2,,,,2,2,4,26,1,50,50,23.4359218942732
7326566,1,2,1,3,,1,,2,,,,2,2,4,47,1,50,50,23.4359218942732
7326568,1,1,1,2,,2,,1,340000,,,1,1,120,39,1,50,50,19.9054352088383
7326568,1,1,1,1,1,1,1300000,1,163000,1,1300000,1,1,24,27,1,50,50,19.9054352088383
7326599,1,1,1,2,,2,,2,,,,2,2,96,50,1,50,50,23.3347793673933
7326613,1,1,1,3,,2,,2,,,,2,2,72,34,1,50,50,20.9650935878673
7326631,1,2,1,3,,2,,2,,,,2,2,49,55,1,50,50,45.675895024169
7326665,1,2,1,1,2,1,400000,2,,2,,2,2,7,26,1,52,52,18.462575223028
7326740,1,1,1,2,,1,,2,,,,2,2,36,46,1,52,52,17.0561798432373
7326740,1,1,1,1,2,2,1100000,2,,2,,2,2,24,45,1,52,52,17.0561798432373
7326742,1,1,1,1,2,1,1200000,3,150000,2,,1,2,24,37,1,52,52,15.7868913214969
7326745,1,1,1,2,,2,,2,,,,2,2,180,56,1,52,52,15.565770570314
7326784,1,1,1,2,,2,,1,340000,,,2,2,216,39,1,52,52,19.5138264214338
7326838,1,1,1,3,,2,,2,,,,2,2,120,67,1,54,54,32.6784553888161
7326877,1,1,3,1,2,1,1000000,2,,2,,2,2,2,35,1,54,54,17.3006495076284
7326877,1,1,2,1,2,1,1000000,2,,2,,2,2,4,35,1,54,54,17.3006495076284
7326877,1,1,1,1,2,1,1000000,2,,2,,2,2,5,40,1,54,54,17.3006495076284
7326877,1,1,4,1,2,1,1000000,2,,2,,2,2,2,23,1,54,54,17.3006495076284
7326995,1,1,3,3,,1,,2,,,,2,2,24,14,1,68,"",34.3601564016644
7326995,1,1,1,3,,1,,2,,,,2,2,204,40,1,68,"",34.3601564016644
7326995,1,1,2,3,,1,,2,,,,2,2,60,17,1,68,"",34.3601564016644
7327013,1,1,1,1,2,2,400000,2,,2,,2,2,24,30,1,68,68,24.0807517461414
7327091,1,2,2,1,2,1,600000,2,,2,,2,2,60,32,1,70,70,8.54129270857694
7327091,1,2,1,1,1,1,600000,2,,2,,2,2,36,30,1,70,70,8.54129270857694
7327253,1,1,1,1,2,1,1300000,1,237800,2,,1,2,8,23,1,73,73,33.6392707463969
7327253,1,1,2,3,,1,,3,145000,,,2,2,72,34,1,73,73,33.6392707463969
7327253,1,1,1,3,,1,,3,145000,,,2,2,72,46,1,73,73,33.6392707463969
7327253,1,1,2,1,2,1,1300000,1,237800,2,,1,2,12,36,1,73,73,33.6392707463969
7327262,1,1,1,3,,1,,2,,,,2,2,36,25,1,73,73,48.5587232902358
7327262,1,1,1,1,2,2,1000000,2,,2,,2,2,12,45,1,73,73,48.5587232902358
7327264,1,4,1,1,2,2,1300606,3,145000,2,,2,2,12,23,1,73,73,39.1654215514126
7327297,1,1,1,3,,2,,2,,,,2,2,24,46,1,73,73,19.5719393433582
7327305,1,2,1,3,,2,,2,,,,2,2,60,28,1,73,73,26.5717788163107
7327305,1,2,1,1,2,2,1400000,1,237800,2,,1,2,8,23,1,73,73,26.5717788163107
7327370,1,2,1,1,2,1,200000,2,,2,,2,2,2,19,1,76,"",26.0978937984695
7327424,1,1,1,1,2,1,360000,2,,2,,2,2,12,25,1,76,76,100.231788663078
7327424,1,1,1,3,,2,,2,,,,2,2,72,35,1,76,76,100.231788663078
7327516,1,1,1,2,,1,,2,,,,2,2,4,34,1,76,76,67.5459419368555
7327530,1,1,4,1,2,1,720000,2,,2,,2,2,1,45,1,76,76,64.1452630631154
7327530,1,1,1,1,2,1,1200000,2,,2,,2,2,5,25,1,76,76,64.1452630631154
7327530,1,1,3,1,2,1,1200000,2,,2,,2,2,7,32,1,76,76,64.1452630631154
7327530,1,1,2,1,2,1,1200000,2,,2,,2,2,5,29,1,76,76,64.1452630631154
7327563,1,1,1,1,2,2,700000,2,,2,,2,2,9,28,1,76,76,114.412108838181
7327646,1,1,1,1,2,1,3000000,2,,2,,2,2,120,24,1,88,88,3.62020613187877
7327760,1,1,1,2,,2,,2,,,,2,2,24,33,1,08,"",161.878909113557
7327767,1,1,2,3,,2,,2,,,,2,2,5,19,1,08,"",144.363778211693
7327767,1,1,1,3,,2,,2,,,,2,2,5,21,1,08,"",144.363778211693
7327773,1,2,1,1,2,2,600000,2,,2,,2,2,144,42,1,08,"",130.240848394551
7327785,1,4,2,1,2,1,500000,2,,2,,2,2,1,60,1,08,"",105.424988428078
7327785,1,4,3,1,2,1,500000,2,,2,,2,2,1,60,1,08,"",105.424988428078
7327785,1,4,4,1,2,1,500000,2,,2,,2,2,1,60,1,08,"",105.424988428078
7327785,1,4,1,1,2,1,500000,2,,2,,2,2,1,60,1,08,"",105.424988428078
7327796,1,1,2,1,2,1,900000,2,,2,,2,2,12,35,1,08,"",37.5931361671971
7327796,1,1,1,1,2,1,900000,2,,2,,2,2,60,47,1,08,"",37.5931361671971
7327800,1,1,1,1,2,2,300000,2,,2,,2,2,120,52,1,08,"",60.164815502984
7327800,1,1,2,1,2,2,300000,2,,2,,2,2,120,38,1,08,"",60.164815502984
7327800,1,3,1,3,,2,,2,,,,2,2,72,60,1,08,"",60.164815502984
7327802,1,1,1,1,2,1,400000,2,,2,,2,2,3,26,1,08,"",79.2943880870693
7327810,1,3,1,1,2,2,300000,2,,2,,2,2,120,32,2,08,"",19.3074981178308
7327810,1,3,2,1,2,2,300000,2,,2,,2,2,120,26,2,08,"",19.3074981178308
7327816,1,2,1,3,,1,,2,,,,2,2,121,50,2,08,"",19.3074981178308
7327824,1,4,1,1,2,1,450000,2,,2,,2,2,21,15,2,08,"",31.632035553334
7327829,1,1,1,3,,1,,2,,,,2,2,36,21,1,08,"",92.7258099697984
7327832,1,1,1,2,,2,,2,,,,2,2,96,32,1,08,"",87.5087160663738
7327834,1,2,1,2,,1,,2,,,,2,2,108,57,1,08,"",95.2735531176042
7327909,1,2,1,3,,2,,2,,,,2,2,10,22,2,47,"",45.4489375358263
7327917,1,1,1,1,2,2,1040000,2,,2,,2,2,8,40,2,47,"",87.3005052064269
7327917,1,1,2,1,2,1,910000,2,,2,,2,2,24,45,2,47,"",87.3005052064269
7327925,1,1,1,1,2,1,960000,2,,2,,2,2,48,40,2,47,"",29.1301216699614
7327927,1,3,1,1,1,1,800000,2,,2,,2,2,99,43,1,47,"",93.5932374567161
7327927,1,3,2,1,1,1,800000,2,,2,,2,2,99,40,1,47,"",93.5932374567161
7327945,1,2,1,3,,2,,2,,,,2,2,60,64,1,47,"",163.821206758633
7327989,1,1,1,1,1,1,1800000,2,,2,,2,2,180,52,2,47,"",115.83757040172
7328005,1,8,1,3,,2,,2,,,,2,2,84,21,2,47,"",56.9124034399365
7328038,1,2,1,1,2,1,1000000,2,,2,,2,2,2,28,1,47,"",35.6344900763747
7328058,1,1,1,3,,1,,2,,,,2,2,24,20,2,47,"",72.8888239806393
7328114,1,1,1,1,2,1,900000,2,,2,,2,2,60,45,1,47,"",114.136437662637
7328172,1,1,1,1,2,1,900000,2,,2,,2,2,24,38,2,47,"",173.308147738626
7328172,1,1,2,1,2,1,1100000,2,,2,,2,2,12,40,2,47,"",173.308147738626
7328224,1,1,1,1,2,1,250000,2,,2,,2,2,10,35,2,25,"",8.92202420199507
7328224,1,2,1,1,2,2,40000,2,,2,,2,2,8,55,2,25,"",8.92202420199507
7328234,1,1,2,1,2,1,717397,2,,2,,2,2,24,27,1,25,"",160.283677886986
7328234,1,1,1,1,2,1,717397,2,,2,,2,2,48,50,1,25,"",160.283677886986
7328252,1,1,1,2,,1,,1,330000,,,2,2,123,55,1,25,"",400.898781344349
7328252,1,1,2,2,,1,,1,330000,,,2,2,48,22,1,25,"",400.898781344349
7328311,1,1,1,3,,2,,2,,,,2,2,60,32,2,15,"",101.667468851528
7328325,1,1,2,1,2,1,900000,2,,2,,2,2,12,20,1,50,"",59.5538871808525
7328325,1,1,1,3,,2,,2,,,,2,2,193,35,1,50,"",59.5538871808525
7328325,1,1,1,1,2,2,900000,2,,2,,2,2,18,24,1,50,"",59.5538871808525
7328326,1,1,1,3,,1,,2,,,,2,2,121,53,1,50,"",45.0558239894544
7328326,1,1,1,1,1,1,750000,2,,2,,2,2,121,22,1,50,"",45.0558239894544
7328326,1,1,2,3,,1,,2,,,,2,2,37,15,1,50,"",45.0558239894544
7328326,1,1,3,3,,2,,2,,,,2,2,13,15,1,50,"",45.0558239894544
7328331,1,1,1,3,,1,,2,,,,2,2,13,71,1,50,"",33.0868510795634
7328333,1,1,2,1,1,2,900000,2,,2,,2,2,25,30,1,50,"",38.408242118161
7328333,1,1,1,1,1,2,900000,2,,2,,2,2,25,32,1,50,"",38.408242118161
7328333,1,1,1,3,,1,,2,,,,2,2,25,35,1,50,"",38.408242118161
7328338,1,1,1,3,,1,,2,,,,2,2,36,46,1,50,"",48.1243532774565
7328468,1,1,2,1,2,2,320000,2,,2,,2,2,60,42,1,54,"",108.656704518951
7328468,1,1,1,1,2,1,320000,2,,2,,2,2,60,37,1,54,"",108.656704518951
7328535,1,1,1,1,2,2,250000,2,,2,,2,2,48,24,2,52,"",148.400297705459
7328570,1,2,1,2,,2,,2,,,,2,2,168,45,1,52,"",84.1021391305275
7328611,1,2,1,2,,1,,2,,,,2,2,72,43,1,52,"",176.353087294417
7328630,1,2,1,3,,2,,2,,,,2,2,48,29,2,52,"",88.6459290881142
7328632,1,1,1,1,1,1,2000000,1,342000,1,1007130,1,1,400,39,2,52,"",101.77848846632
7328632,1,1,2,1,1,1,2000000,1,342000,1,1007130,1,1,80,34,2,52,"",101.77848846632
7328632,1,1,3,1,1,1,1160000,1,342000,1,1007130,1,1,500,46,2,52,"",101.77848846632
7328632,1,1,4,1,1,1,1160000,1,342000,1,1007130,1,1,36,27,2,52,"",101.77848846632
7328632,1,1,5,1,1,1,1160000,1,342000,1,1007130,1,1,8,26,2,52,"",101.77848846632
7328632,1,1,6,1,1,1,1160000,1,295858,1,1007130,1,1,12,36,2,52,"",101.77848846632
7328632,1,1,7,1,1,2,1160000,1,342000,1,1007130,1,1,36,23,2,52,"",101.77848846632
7328632,1,1,8,1,1,2,1160000,1,342000,1,1007130,1,1,60,41,2,52,"",101.77848846632
7328639,1,1,1,2,,1,,2,,,,2,2,500,80,2,52,"",122.147692016742
7328684,1,1,1,3,,1,,2,,,,2,2,120,28,2,52,"",89.5033122683971
7328689,1,1,1,2,,1,,2,,,,2,2,12,26,2,52,"",251.54297095175
7328708,1,3,1,2,,2,,2,,,,2,2,48,51,1,52,"",213.918893101493
7328712,1,1,1,3,,2,,2,,,,2,2,36,52,1,52,"",236.061520977175
7328713,1,1,1,3,,1,,2,,,,2,2,300,78,2,52,"",205.471725112874
7328713,1,1,2,3,,2,,2,,,,2,2,300,70,2,52,"",205.471725112874
7328716,1,1,2,1,2,1,210000,2,,2,,2,2,24,30,1,52,"",94.299769539406
7328716,1,1,3,1,2,1,210000,2,,2,,2,2,12,21,1,52,"",94.299769539406
7328716,1,1,1,1,2,1,210000,2,,2,,2,2,6,25,1,52,"",94.299769539406
7328717,1,1,1,1,2,1,210000,2,,2,,2,2,12,25,2,52,"",330.450759814653
7328717,1,1,1,3,,2,,2,,,,2,2,12,45,2,52,"",330.450759814653
7328723,1,2,1,1,2,2,120000,2,,2,,2,2,248,47,2,52,"",142.317180315974
7328746,1,1,1,1,2,1,100000,2,,2,,2,2,36,22,2,52,"",178.442816369923
7328757,1,1,1,1,1,2,150000,2,,2,,2,2,240,70,2,52,"",82.9645123159691
7328759,1,1,1,1,2,1,160000,2,,2,,2,2,60,30,2,52,"",107.065689821954
7328759,1,1,2,1,2,2,160000,2,,2,,2,2,50,28,2,52,"",107.065689821954
7328759,1,1,3,1,2,2,160000,2,,2,,2,2,36,26,2,52,"",107.065689821954
7328759,1,1,4,1,2,1,160000,2,,2,,2,2,12,23,2,52,"",107.065689821954
7328760,1,1,1,3,,2,,2,,,,2,2,60,71,2,52,"",35.3422660542524
7328804,1,1,1,3,,1,,2,,,,2,2,36,45,1,19,"",243.904491678741
7328820,1,1,1,1,2,1,350000,2,,2,,2,2,120,40,2,19,"",93.0052772133777
7328820,1,1,2,1,2,1,350000,2,,2,,2,2,120,35,2,19,"",93.0052772133777
7328820,1,1,3,1,2,1,350000,2,,2,,2,2,100,35,2,19,"",93.0052772133777
7328822,1,1,1,1,2,1,525000,2,,2,,2,2,35,45,2,19,"",350.925047065107
7328822,1,1,2,1,2,1,500000,2,,2,,2,2,25,49,2,19,"",350.925047065107
7328828,1,1,1,3,,2,,2,,,,2,2,36,50,2,19,"",169.909920012518
7328828,1,1,2,3,,2,,2,,,,2,2,24,40,2,19,"",169.909920012518
7328837,1,1,1,1,2,2,240000,2,,2,,2,2,2,28,2,19,"",347.20346492211
7328837,1,1,2,1,2,2,240000,2,,2,,2,2,2,35,2,19,"",347.20346492211
7328837,1,1,3,1,2,1,240000,2,,2,,2,2,2,36,2,19,"",347.20346492211
7328837,1,1,4,1,2,1,240000,2,,2,,2,2,2,40,2,19,"",347.20346492211
7328837,1,1,5,1,2,1,240000,2,,2,,2,2,2,39,2,19,"",347.20346492211
7328837,1,1,6,1,2,1,240000,2,,2,,2,2,2,40,2,19,"",347.20346492211
7328849,1,1,1,3,,1,,2,,,,2,2,60,57,1,19,"",104.672307998916
7328856,1,1,1,1,2,2,200000,2,,2,,2,2,60,50,1,19,"",64.8834786058646
7328859,1,2,1,3,,2,,2,,,,2,2,12,62,1,19,"",65.4860069385941
7328883,1,1,1,1,2,1,1000000,2,,2,,2,2,24,58,2,19,"",168.99850623969
7328918,1,1,1,1,1,1,1200000,2,,2,,2,2,60,55,1,17,"",71.1478224232732
7328922,1,2,1,2,,1,,2,,,,2,2,60,25,1,17,"",90.6939047288256
7328932,1,1,1,1,2,1,115000,2,,2,,2,2,1,18,2,17,"",45.6427018630972
7328933,1,1,1,2,,2,,2,,,,2,2,36,57,2,17,"",39.0319342945785
7328933,1,1,2,2,,2,,2,,,,2,2,36,36,2,17,"",39.0319342945785
7328933,1,1,3,2,,2,,2,,,,2,2,36,27,2,17,"",39.0319342945785
7328933,1,1,4,2,,2,,2,,,,2,2,36,27,2,17,"",39.0319342945785
7328933,1,1,5,2,,2,,2,,,,2,2,36,25,2,17,"",39.0319342945785
7328933,1,1,6,2,,2,,2,,,,2,2,36,38,2,17,"",39.0319342945785
7328935,1,1,1,3,,2,,2,,,,2,2,18,51,2,17,"",34.1231761356465
7328937,1,1,1,3,,2,,2,,,,2,2,48,22,2,17,"",62.5723354090116
7328950,1,2,1,1,2,2,1000000,2,,2,,2,2,4,45,1,17,"",146.897247715458
7328950,1,2,2,1,2,2,1000000,2,,2,,2,2,3,32,1,17,"",146.897247715458
7328952,1,1,1,1,1,1,1200000,2,,2,,2,2,36,22,1,17,"",162.575884740269
7328952,1,1,2,1,2,2,1000000,2,,2,,2,2,12,35,1,17,"",162.575884740269
7328952,1,2,1,3,,2,,2,,,,2,2,72,21,1,17,"",162.575884740269
7328984,1,1,1,3,,2,,2,,,,2,2,144,34,2,17,"",39.431225756747
7328984,1,1,2,3,,2,,2,,,,2,2,144,20,2,17,"",39.431225756747
7328990,1,1,1,3,,1,,2,,,,2,2,24,16,2,17,"",52.0554903781824
7328990,1,1,2,3,,2,,2,,,,2,2,24,47,2,17,"",52.0554903781824
7328990,1,1,3,3,,2,,2,,,,2,2,24,64,2,17,"",52.0554903781824
7329049,1,1,1,1,2,1,2000000,2,,2,,2,2,1,45,2,63,"",12.7823021658254
7329049,1,1,2,1,2,1,2000000,2,,2,,2,2,2,48,2,63,"",12.7823021658254
